age,gender,service_branch,rank,MOS,years_of_service,marital_status,dependents,education_level,months_until_contract_end,total_training_hours,specialized_courses_completed,training_score_average,certifications_held,days_since_last_training,skills_current,training_budget_spent,health_index,physical_fitness_score,medical_restrictions,days_on_medical_leave,mental_health_status,wellness_program_participation,annual_leave_taken,emergency_leave_incidents,unauthorized_absences,leave_balance,leave_to_service_ratio,total_deployments,months_deployed_last_3yrs,deployment_type,months_since_last_deployment,mission_performance_rating,combat_exposure_level,performance_review_score,commendations,disciplinary_actions,leadership_potential_score,promotion_eligible,peer_rating_score,civilian_job_offers,financial_stress_indicator,family_support_score,relocation_willingness,attrition_risk,readiness_score,training_recency_score,deployment_recency_score,contract_pressure,contract_urgency_score,time_in_rank_estimate,training_gap,training_hours_per_year_service,health_performance_index,leave_to_deployment_ratio,skill_decay_factor,fitness_to_age_ratio,deployments_per_year,commendations_to_discipline_ratio,training_efficiency,leave_utilization_rate,deployment_load,unit_avg_readiness,relative_readiness,branch_attrition_rate,mos_retention_rate,peer_group_performance,performance_trajectory,rank_avg_health,wellness_red_flag,high_stress_indicator,deployment_fatigue,low_engagement,career_stagnation,retention_risk_composite
35,Male,Army,Officer,Armor,27,Single,2,Bachelor,10,2000,12,72.6,6,230,True,27839,89.2,100.0,False,5.0,Good,True,20,0.0,1,10,0.74,8,15,Combat,5,5,Moderate,71.8,0,0,47.8,False,61.6,0.0,Low,65.5,High,LOW_RISK,76.4,0.2786558481415308,0.6592406302004438,1,0.7916666666666666,17,0,74.07407407407408,64.04560000000001,1.3333333333333333,0.2786558481415308,2.857142857142857,0.2962962962962963,0.0,871.1999999999999,0.6666666666666666,0.046296296296296294,73.95833333333333,2.441666666666677,0.06393442622950819,0.9142857142857143,81.71122448979591,Below Average,82.6136690647482,0,0,0,0,1,3
26,Female,Army,Junior,Human Resources,3,Married,1,Master,44,341,3,82.0,2,480,False,3938,86.3,68.5,False,7.0,Fair,False,11,0.0,1,19,3.67,1,22,Combat,19,4,Moderate,60.0,3,0,49.5,False,46.4,0.0,Low,100.0,Medium,LOW_RISK,54.9,0.06948345122280154,0.20528965757990927,0,0.08333333333333333,3,1,113.66666666666667,51.78,0.5,0.0,2.6346153846153846,0.3333333333333333,3.0,246.0,0.36666666666666664,0.6111111111111112,66.66285714285713,-11.762857142857136,0.06393442622950819,0.9577464788732395,82.14514106583071,Below Average,87.2337972166998,0,0,0,1,0,1
18,Female,Air Force,Junior,Administration,6,Divorced,4,Associate,25,473,0,84.7,2,533,False,0,100.0,90.6,False,2.0,Excellent,False,24,0.0,0,6,4.0,3,23,Domestic,27,4,Low,83.3,1,0,40.5,True,99.4,1.0,High,59.8,Medium,LOW_RISK,76.9,0.05176137257323163,0.10539922456186433,0,0.4791666666666667,6,1,78.83333333333333,83.3,1.0434782608695652,0.0,5.033333333333333,0.5,1.0,0.0,0.8,0.3194444444444444,71.008,5.89200000000001,0.08021390374331551,0.9166666666666666,81.27435897435898,Above Average,87.2337972166998,0,1,0,0,0,4
18,Male,Air Force,Junior,Human Resources,5,Divorced,5,Bachelor,38,546,4,88.0,4,108,True,4375,92.1,100.0,False,9.0,Good,False,7,2.0,0,23,1.4,2,21,Domestic,29,1,Low,86.5,6,0,54.5,True,75.8,0.0,High,100.0,High,LOW_RISK,85.7,0.5488116360940265,0.08921851740926011,0,0.20833333333333334,5,0,109.2,79.6665,0.3333333333333333,0.5488116360940265,5.555555555555555,0.4,6.0,352.0,0.23333333333333334,0.35,66.66285714285713,19.037142857142868,0.08021390374331551,0.9577464788732395,82.14514106583071,Above Average,87.2337972166998,0,1,0,0,0,2
27,Female,Army,Junior,Infantry,0,Single,3,Bachelor,5,119,0,66.9,0,241,True,2856,72.1,71.2,False,17.0,Good,False,6,3.0,0,24,6.0,0,0,Domestic,999,3,Low,83.8,2,0,49.7,False,89.7,3.0,Medium,70.4,Medium,HIGH_RISK,56.0,0.26213676990509144,0.0,1,0.8958333333333334,0,0,119.0,60.419799999999995,6.0,0.26213676990509144,2.6370370370370373,0.0,2.0,0.0,0.2,0.0,68.40322580645162,-12.403225806451616,0.06393442622950819,0.9142857142857143,82.14514106583071,Average,87.2337972166998,0,0,0,0,0,5
49,Male,Navy,Officer,Armor,10,Married,1,Associate,40,793,8,76.9,6,251,True,11244,79.5,91.0,False,8.0,Excellent,False,12,0.0,1,18,1.2,5,32,Combat,19,5,Moderate,80.9,1,0,60.5,True,85.8,0.0,Low,92.6,Low,LOW_RISK,79.6,0.24797075964035528,0.20528965757990927,0,0.16666666666666666,0,0,79.3,64.3155,0.375,0.24797075964035528,1.8571428571428572,0.5,1.0,615.2,0.4,0.26666666666666666,73.95833333333333,5.641666666666666,0.04433497536945813,0.9142857142857143,85.33684210526316,Average,82.6136690647482,0,0,1,0,0,1
29,Male,Army,NCO,Engineer,17,Married,2,Doctorate,45,1258,8,90.9,5,135,True,13348,92.8,100.0,False,16.0,Good,False,8,0.0,0,22,0.47,6,25,International,9,4,Low,92.7,9,0,67.0,True,78.0,1.0,Medium,53.9,High,LOW_RISK,82.3,0.4723665527410147,0.4723665527410147,0,0.0625,12,0,74.0,86.0256,0.32,0.4723665527410147,3.4482758620689653,0.35294117647058826,9.0,727.2,0.26666666666666666,0.12254901960784313,74.07058823529412,8.229411764705873,0.06393442622950819,0.9482758620689655,81.10185185185185,Above Average,84.65279329608938,0,0,1,0,0,3
19,Female,Army,Junior,Cyber Operations,7,Married,2,Bachelor,1,769,0,76.9,0,90,True,4059,94.5,90.6,True,39.0,Fair,True,19,0.0,0,11,2.71,3,15,International,18,5,Low,80.0,1,0,40.1,True,75.8,0.0,Medium,65.6,High,LOW_RISK,80.5,0.6065306597126334,0.22313016014842982,1,0.9791666666666666,7,0,109.85714285714286,75.6,1.2666666666666666,0.6065306597126334,4.768421052631578,0.42857142857142855,1.0,0.0,0.6333333333333333,0.17857142857142858,70.29583333333333,10.204166666666666,0.06393442622950819,0.935064935064935,81.27435897435898,Average,87.2337972166998,1,0,0,0,0,5
25,Female,Army,Junior,Administration,2,Single,1,Associate,28,253,1,82.9,1,591,False,0,98.0,95.5,False,3.0,Good,True,30,1.0,0,0,15.0,2,35,Domestic,29,4,Low,82.2,2,0,63.5,False,79.6,0.0,Medium,73.3,Medium,LOW_RISK,57.9,0.03750303809827702,0.08921851740926011,0,0.4166666666666667,2,1,126.5,80.556,0.8571428571428571,0.0,3.82,1.0,2.0,82.9,1.0,1.4583333333333333,71.008,-13.107999999999997,0.06393442622950819,0.9166666666666666,82.14514106583071,Above Average,87.2337972166998,0,0,1,0,0,1
26,Male,Army,Junior,Engineer,3,Single,4,Bachelor,12,0,0,81.6,1,440,False,0,89.1,93.5,False,6.0,Fair,False,23,1.0,1,7,7.67,0,0,Domestic,999,3,Low,86.4,2,3,58.5,False,70.6,0.0,High,77.1,Medium,LOW_RISK,59.7,0.08677432947392923,0.0,0,0.75,3,1,0.0,76.9824,23.0,0.0,3.5961538461538463,0.0,0.6666666666666666,0.0,0.7666666666666667,0.0,71.08275862068966,-11.382758620689657,0.06393442622950819,0.9482758620689655,82.14514106583071,Above Average,87.2337972166998,0,1,0,1,0,3
34,Male,Army,NCO,Infantry,10,Single,2,Associate,21,844,5,93.0,4,689,False,10757,86.0,66.6,False,2.0,Good,False,9,3.0,0,21,0.9,3,30,Domestic,23,2,Low,63.8,4,0,30.8,False,81.6,0.0,Medium,55.4,Low,MEDIUM_RISK,59.8,0.021757912863855058,0.1470964673929768,0,0.5625,5,1,84.4,54.868,0.3,0.0,1.9588235294117646,0.3,4.0,465.0,0.3,0.25,70.7,-10.900000000000006,0.06393442622950819,0.9142857142857143,81.72773722627738,Below Average,84.65279329608938,0,0,1,1,0,2
37,Female,Army,NCO,Infantry,5,Married,4,Bachelor,17,170,8,75.3,6,298,True,11087,70.3,47.0,False,0.0,Good,False,8,0.0,0,22,1.6,2,26,Domestic,30,2,Low,78.7,2,0,35.2,True,80.4,0.0,High,59.9,Low,MEDIUM_RISK,71.9,0.19098592293634947,0.0820849986238988,0,0.6458333333333334,0,0,34.0,55.3261,0.3076923076923077,0.19098592293634947,1.2702702702702702,0.4,2.0,602.4,0.26666666666666666,0.43333333333333335,70.7,1.2000000000000028,0.06393442622950819,0.9142857142857143,84.10000000000001,Below Average,84.65279329608938,0,1,1,0,0,3
23,Male,Army,Junior,Infantry,4,Single,2,High School,27,127,0,66.1,3,407,False,4432,100.0,92.4,True,2.0,Good,False,22,2.0,2,8,5.5,2,30,Domestic,24,2,Low,80.4,2,0,58.9,True,96.3,1.0,High,100.0,Medium,LOW_RISK,77.5,0.10423460416173329,0.1353352832366127,0,0.4375,4,1,31.75,80.4,0.7333333333333333,0.0,4.017391304347826,0.5,2.0,0.0,0.7333333333333333,0.625,68.40322580645162,9.096774193548384,0.06393442622950819,0.9142857142857143,82.14514106583071,Average,87.2337972166998,0,1,1,0,0,5
26,Female,Navy,Junior,Human Resources,6,Married,3,High School,34,350,0,70.3,1,308,True,3764,84.5,69.8,False,29.0,Excellent,False,7,1.0,0,23,1.17,2,32,Combat,4,4,Low,91.8,5,0,43.7,True,100.0,3.0,Medium,88.0,Medium,MEDIUM_RISK,71.2,0.18066494222953758,0.7165313105737893,0,0.2916666666666667,6,0,58.333333333333336,77.571,0.21875,0.18066494222953758,2.6846153846153844,0.3333333333333333,5.0,0.0,0.23333333333333334,0.4444444444444444,66.66285714285713,4.537142857142868,0.04433497536945813,0.9577464788732395,81.27435897435898,Above Average,87.2337972166998,0,0,1,0,0,3
41,Female,Navy,NCO,Maintenance,8,Single,3,High School,14,649,3,81.9,3,102,True,10005,73.3,87.1,True,125.0,Good,False,8,3.0,0,22,1.0,4,31,Domestic,28,3,Low,75.6,2,0,44.0,True,77.2,0.0,High,45.4,High,MEDIUM_RISK,69.5,0.5674136687970038,0.09697196786440505,0,0.7083333333333334,3,0,81.125,55.41479999999999,0.25806451612903225,0.5674136687970038,2.1243902439024387,0.5,2.0,245.70000000000002,0.26666666666666666,0.3229166666666667,73.85,-4.349999999999994,0.04433497536945813,0.9344262295081968,81.72773722627738,Below Average,84.65279329608938,1,1,1,0,0,5
30,Male,Navy,Officer,Armor,19,Single,2,Associate,17,1595,5,64.3,3,361,True,5178,100.0,94.7,False,1.0,Good,False,18,1.0,0,12,0.95,7,24,International,16,4,Low,87.6,8,0,79.5,True,91.3,0.0,Low,75.3,High,LOW_RISK,71.5,0.13458550519718152,0.26359713811572677,0,0.6458333333333334,9,0,83.94736842105263,87.6,0.75,0.13458550519718152,3.1566666666666667,0.3684210526315789,8.0,321.5,0.6,0.10526315789473684,73.95833333333333,-2.4583333333333286,0.04433497536945813,0.9142857142857143,81.71122448979591,Above Average,82.6136690647482,0,0,0,0,0,0
41,Male,Air Force,NCO,Artillery,17,Single,3,Associate,7,1278,2,74.6,4,624,False,8917,99.9,100.0,False,4.0,Fair,False,11,0.0,0,19,0.65,7,27,Domestic,13,5,Low,91.8,6,0,59.7,True,81.45,3.0,Medium,70.4,Medium,HIGH_RISK,72.1,0.031220927161230903,0.3384654251067422,1,0.8541666666666666,12,1,75.17647058823529,91.70819999999999,0.4074074074074074,0.0,2.4390243902439024,0.4117647058823529,6.0,149.2,0.36666666666666664,0.1323529411764706,72.54848484848485,-0.4484848484848527,0.08021390374331551,0.9014084507042254,81.10185185185185,Above Average,84.65279329608938,0,0,1,0,0,6
32,Female,Navy,NCO,Administration,8,Single,1,High School,16,567,6,80.8,4,693,False,7162,81.3,58.9,False,1.0,Good,False,16,1.0,0,14,2.0,3,16,Domestic,8,4,Low,69.4,4,0,39.6,False,81.45,0.0,Low,55.3,High,LOW_RISK,69.2,0.02127973643837717,0.513417119032592,0,0.6666666666666666,3,1,70.875,56.422200000000004,1.0,0.0,1.840625,0.375,4.0,484.79999999999995,0.5333333333333333,0.16666666666666666,70.65357142857142,-1.453571428571422,0.04433497536945813,0.9166666666666666,81.72773722627738,Below Average,84.65279329608938,0,0,0,1,0,1
32,Male,Air Force,NCO,Special Forces,10,Single,4,Bachelor,24,699,9,72.3,4,616,False,15640,67.0,81.9,False,54.0,Good,False,13,2.0,0,17,1.3,3,12,International,25,3,Low,76.5,4,0,38.6,True,76.0,0.0,High,80.6,Medium,LOW_RISK,55.8,0.03263982135080215,0.12451447144412296,0,0.5,5,1,69.9,51.255,1.0833333333333333,0.0,2.559375,0.3,4.0,650.6999999999999,0.43333333333333335,0.1,71.82413793103449,-16.02413793103449,0.08021390374331551,0.9620253164556962,81.72773722627738,Below Average,84.65279329608938,1,1,0,0,0,4
27,Male,Army,Junior,Administration,6,Married,1,High School,16,690,4,83.3,5,528,False,12197,80.1,41.6,False,7.0,Excellent,False,15,0.0,0,15,2.5,3,12,Domestic,2,5,Low,77.9,1,0,54.0,True,81.45,0.0,Medium,81.4,High,LOW_RISK,73.5,0.05321934433892151,0.8464817248906141,0,0.6666666666666666,6,1,115.0,62.3979,1.25,0.0,1.5407407407407407,0.5,1.0,333.2,0.5,0.16666666666666666,71.008,2.4920000000000044,0.06393442622950819,0.9166666666666666,81.27435897435898,Average,87.2337972166998,0,0,0,0,0,0
28,Male,Navy,Junior,Intelligence,1,Single,1,High School,45,0,1,87.2,3,608,False,0,100.0,73.2,False,10.0,Concern,True,21,0.0,3,9,21.0,0,0,Domestic,999,3,Low,88.3,4,0,34.2,False,80.6,0.0,Medium,36.2,Medium,LOW_RISK,64.0,0.03412319987521719,0.0,0,0.0625,1,1,0.0,88.3,21.0,0.0,2.6142857142857143,0.0,4.0,87.2,0.7,0.0,66.50810810810812,-2.508108108108118,0.04433497536945813,0.90625,82.14514106583071,Above Average,87.2337972166998,1,1,0,0,0,4
34,Male,Army,NCO,Medical,10,Married,0,Associate,18,738,6,84.5,4,293,True,9421,87.0,90.4,False,8.0,Good,False,19,0.0,0,11,1.9,4,16,International,3,4,Low,88.3,3,0,55.6,True,89.0,3.0,Low,54.5,Medium,MEDIUM_RISK,78.7,0.19636545731580324,0.7788007830714049,0,0.625,5,0,73.8,76.821,1.1875,0.19636545731580324,2.658823529411765,0.4,3.0,507.0,0.6333333333333333,0.13333333333333333,72.25217391304348,6.447826086956525,0.06393442622950819,0.9508196721311475,81.72773722627738,Above Average,84.65279329608938,0,0,0,0,0,2
20,Male,Army,Junior,Special Forces,2,Widowed,3,Associate,42,469,5,64.5,3,146,True,9298,75.9,65.6,False,12.0,Fair,True,21,0.0,0,9,10.5,2,34,International,23,5,Low,76.8,4,0,33.1,False,81.45,0.0,High,70.4,Medium,LOW_RISK,78.5,0.44436405398476114,0.1470964673929768,0,0.125,2,0,234.5,58.291199999999996,0.6176470588235294,0.44436405398476114,3.28,1.0,4.0,322.5,0.7,1.4166666666666667,70.16279069767442,8.337209302325576,0.06393442622950819,0.9620253164556962,82.14514106583071,Below Average,87.2337972166998,0,1,1,0,0,3
23,Male,Army,Junior,Signal,7,Single,5,Bachelor,6,663,2,80.8,3,404,False,3142,96.3,81.3,True,12.0,Good,True,19,0.0,0,11,2.71,4,34,Domestic,29,5,Low,76.0,3,0,36.8,True,81.45,0.0,High,70.0,Medium,MEDIUM_RISK,58.2,0.1059864053569565,0.08921851740926011,1,0.875,7,1,94.71428571428571,73.188,0.5588235294117647,0.0,3.534782608695652,0.5714285714285714,3.0,161.6,0.6333333333333333,0.40476190476190477,67.64999999999999,-9.449999999999989,0.06393442622950819,0.9154929577464789,81.27435897435898,Below Average,87.2337972166998,0,1,1,0,0,6
36,Male,Army,Officer,Administration,10,Married,0,Associate,12,1053,15,81.6,7,2,True,29503,82.5,79.4,True,4.0,Good,False,20,5.0,0,10,2.0,5,5,Combat,30,4,Moderate,90.0,5,0,77.7,True,94.6,3.0,Low,59.0,High,MEDIUM_RISK,81.5,0.9889503892939223,0.0820849986238988,0,0.75,0,0,105.3,74.25,4.0,0.9889503892939223,2.2055555555555557,0.5,5.0,1224.0,0.6666666666666666,0.041666666666666664,74.51428571428572,6.98571428571428,0.06393442622950819,0.9166666666666666,85.33684210526316,Above Average,82.6136690647482,0,0,0,0,0,2
22,Female,Army,Junior,Engineer,4,Married,3,High School,47,0,3,76.2,4,119,True,2217,82.3,98.9,False,0.0,Good,False,15,1.0,0,15,3.75,2,22,Combat,11,4,Moderate,80.5,2,0,40.8,True,78.3,0.0,High,70.4,Medium,LOW_RISK,75.5,0.5162773741570549,0.39984965434484737,0,0.020833333333333332,4,0,0.0,66.2515,0.6818181818181818,0.5162773741570549,4.495454545454546,0.5,2.0,228.60000000000002,0.5,0.4583333333333333,71.08275862068966,4.41724137931034,0.06393442622950819,0.9482758620689655,82.14514106583071,Average,87.2337972166998,0,1,0,0,0,2
27,Female,Army,Junior,Administration,1,Single,0,High School,46,0,2,83.1,4,606,False,1474,81.6,48.3,False,6.0,Good,True,5,1.0,0,25,5.0,1,15,International,21,4,Low,68.7,3,0,52.8,False,81.45,0.0,Low,63.6,Medium,LOW_RISK,71.4,0.034504460733950484,0.17377394345044514,0,0.041666666666666664,1,1,0.0,56.059200000000004,0.3333333333333333,0.0,1.7888888888888888,1.0,3.0,166.2,0.16666666666666666,1.25,71.008,0.3920000000000101,0.06393442622950819,0.9166666666666666,82.14514106583071,Below Average,87.2337972166998,0,0,0,1,0,1
20,Male,Army,Junior,Intelligence,1,Married,4,Associate,11,183,4,82.8,5,191,True,3929,100.0,100.0,False,24.0,Good,True,14,1.0,0,16,14.0,1,25,Domestic,27,4,Low,73.0,4,0,50.9,False,77.7,0.0,High,38.8,Medium,MEDIUM_RISK,76.7,0.346071073212116,0.10539922456186433,1,0.7708333333333334,1,0,183.0,73.0,0.56,0.346071073212116,5.0,1.0,4.0,331.2,0.4666666666666667,2.0833333333333335,66.50810810810812,10.191891891891885,0.06393442622950819,0.90625,82.14514106583071,Below Average,87.2337972166998,0,1,1,0,0,6
29,Female,Army,Junior,Signal,1,Single,0,High School,42,390,5,79.1,4,3,True,12958,92.2,100.0,False,8.0,Good,False,17,2.0,0,13,17.0,0,0,Domestic,999,3,Low,81.9,4,0,42.2,False,81.45,0.0,Low,15.7,High,LOW_RISK,77.9,0.9834714538216175,0.0,0,0.125,1,0,390.0,75.51180000000001,17.0,0.9834714538216175,3.4482758620689653,0.0,4.0,395.5,0.5666666666666667,0.0,67.64999999999999,10.250000000000014,0.06393442622950819,0.9154929577464789,82.14514106583071,Average,87.2337972166998,0,1,0,0,0,2
36,Male,Air Force,NCO,Human Resources,10,Single,3,Associate,43,572,5,70.0,2,487,False,13508,69.7,61.2,False,7.0,Good,False,16,3.0,0,14,1.6,3,18,Combat,31,4,Moderate,67.7,3,0,38.4,False,75.8,0.0,Medium,59.2,Medium,MEDIUM_RISK,60.9,0.06683318398426269,0.07552184450877376,0,0.10416666666666667,5,1,57.2,47.18690000000001,0.8888888888888888,0.0,1.7000000000000002,0.3,3.0,350.0,0.5333333333333333,0.15,73.8103448275862,-12.910344827586208,0.08021390374331551,0.9577464788732395,81.72773722627738,Below Average,84.65279329608938,1,0,0,1,0,3
28,Male,Army,Junior,Human Resources,1,Single,5,High School,27,2,2,79.7,4,623,False,502,90.7,73.1,False,8.0,Fair,True,18,1.0,0,12,18.0,2,9,International,30,3,Low,98.0,6,0,47.8,False,99.5,0.0,High,73.1,Medium,LOW_RISK,59.8,0.03139485945447359,0.0820849986238988,0,0.4375,1,1,2.0,88.88600000000001,2.0,0.0,2.6107142857142853,2.0,6.0,159.4,0.6,0.75,66.66285714285713,-6.862857142857138,0.06393442622950819,0.9577464788732395,82.14514106583071,Above Average,87.2337972166998,0,1,0,0,0,2
18,Female,Army,Junior,Aviation,2,Married,4,High School,17,240,2,98.7,4,177,True,0,91.1,82.0,False,1.0,Excellent,False,29,0.0,0,1,14.5,2,10,Domestic,1,4,Low,77.6,2,0,51.3,False,81.45,0.0,High,69.9,Medium,LOW_RISK,81.6,0.37406214460208265,0.9200444146293233,0,0.6458333333333334,2,0,120.0,70.69359999999999,2.9,0.37406214460208265,4.555555555555555,1.0,2.0,197.4,0.9666666666666667,0.4166666666666667,70.48823529411764,11.11176470588235,0.06393442622950819,0.9666666666666667,82.14514106583071,Average,87.2337972166998,0,1,0,0,0,2
29,Female,Army,Junior,Engineer,6,Single,1,Bachelor,37,190,5,76.1,4,257,True,10830,82.5,67.0,False,1.0,Good,True,11,0.0,0,19,1.83,2,27,Combat,1,3,Moderate,81.1,1,0,64.3,True,69.6,2.0,Low,48.3,Medium,LOW_RISK,74.9,0.2398413111729052,0.9200444146293233,0,0.22916666666666666,6,0,31.666666666666668,66.90749999999998,0.4074074074074074,0.2398413111729052,2.310344827586207,0.3333333333333333,1.0,380.5,0.36666666666666664,0.375,71.08275862068966,3.817241379310346,0.06393442622950819,0.9482758620689655,81.27435897435898,Average,87.2337972166998,0,1,1,0,0,5
27,Female,Air Force,NCO,Human Resources,17,Married,2,High School,15,1464,8,90.5,5,534,False,15358,83.6,83.7,False,21.0,Excellent,False,12,0.0,3,18,0.71,6,25,International,8,4,Low,84.0,3,0,38.4,True,96.8,2.0,Medium,86.7,Medium,LOW_RISK,79.1,0.05147460670170076,0.513417119032592,0,0.6875,12,1,86.11764705882354,70.22399999999999,0.48,0.0,3.1,0.35294117647058826,3.0,724.0,0.4,0.12254901960784313,73.8103448275862,5.289655172413788,0.08021390374331551,0.9577464788732395,81.10185185185185,Above Average,84.65279329608938,0,0,1,0,0,3
21,Female,Army,Junior,Logistics,6,Single,3,Associate,29,0,2,80.4,4,477,False,449,80.4,83.4,False,12.0,Excellent,False,23,0.0,1,7,3.83,2,12,International,34,4,Low,75.3,1,0,47.1,True,72.8,0.0,High,62.0,Medium,LOW_RISK,67.6,0.0706512130604296,0.05881647164242988,0,0.3958333333333333,6,1,0.0,60.541199999999996,1.9166666666666667,0.0,3.9714285714285715,0.3333333333333333,1.0,160.8,0.7666666666666667,0.16666666666666666,69.540625,-1.9406250000000114,0.06393442622950819,0.9672131147540983,81.27435897435898,Below Average,87.2337972166998,0,1,0,0,0,2
21,Male,Army,Junior,Armor,5,Married,4,High School,30,498,4,72.0,2,398,False,8811,82.5,54.4,True,16.0,Good,False,16,0.0,0,14,3.2,3,32,Domestic,16,5,Low,62.8,4,2,40.9,False,61.6,0.0,High,87.0,High,LOW_RISK,58.6,0.10957882659742621,0.26359713811572677,0,0.375,5,1,99.6,51.81,0.5,0.0,2.5904761904761906,0.6,2.0,288.0,0.5333333333333333,0.5333333333333333,68.59722222222223,-9.997222222222227,0.06393442622950819,0.9142857142857143,82.14514106583071,Below Average,87.2337972166998,0,1,1,1,0,4
21,Female,Air Force,Junior,Logistics,3,Single,2,Bachelor,47,41,5,77.0,2,496,False,13619,92.0,70.6,False,14.0,Excellent,False,18,1.0,0,12,6.0,1,35,Domestic,27,3,Low,84.6,0,0,38.3,False,79.8,0.0,Medium,87.8,Medium,LOW_RISK,64.4,0.06357369113890055,0.10539922456186433,0,0.020833333333333332,3,1,13.666666666666666,77.832,0.5142857142857142,0.0,3.3619047619047615,0.3333333333333333,0.0,385.0,0.6,0.9722222222222222,69.540625,-5.140625,0.08021390374331551,0.9672131147540983,82.14514106583071,Above Average,87.2337972166998,0,0,1,0,0,1
33,Female,Air Force,NCO,Artillery,8,Married,3,Bachelor,32,550,7,79.8,3,220,True,16871,82.7,60.1,True,41.0,Good,True,11,1.0,0,19,1.38,2,13,Combat,4,5,Low,75.5,0,0,35.2,True,66.6,0.0,High,86.4,Medium,LOW_RISK,77.2,0.29457482831010734,0.7165313105737893,0,0.3333333333333333,3,0,68.75,62.438500000000005,0.8461538461538461,0.29457482831010734,1.8212121212121213,0.25,0.0,558.6,0.36666666666666664,0.13541666666666666,72.54848484848485,4.651515151515156,0.08021390374331551,0.9014084507042254,81.72773722627738,Below Average,84.65279329608938,1,1,0,0,0,4
29,Male,Army,Junior,Military Police,3,Married,3,Doctorate,34,370,5,86.6,2,173,True,13588,92.2,87.8,False,0.0,Excellent,False,10,0.0,0,20,3.33,0,0,Domestic,999,3,Low,80.0,1,0,29.9,False,71.8,0.0,High,82.8,High,LOW_RISK,69.8,0.3824676857012589,0.0,0,0.2916666666666667,3,0,123.33333333333333,73.76,10.0,0.3824676857012589,3.027586206896552,0.0,1.0,433.0,0.3333333333333333,0.0,70.96451612903226,-1.1645161290322648,0.06393442622950819,0.9696969696969697,82.14514106583071,Average,87.2337972166998,0,1,0,0,0,2
26,Female,Navy,NCO,Artillery,13,Single,0,Bachelor,10,1129,5,100.0,4,390,False,13987,79.8,88.9,False,11.0,Good,True,7,3.0,0,23,0.54,5,5,Domestic,29,4,Low,82.0,4,0,54.8,True,71.2,3.0,Low,46.2,High,MEDIUM_RISK,69.7,0.11455884399268773,0.08921851740926011,1,0.7916666666666666,8,1,86.84615384615384,65.43599999999999,1.4,0.0,3.4192307692307695,0.38461538461538464,4.0,500.0,0.23333333333333334,0.03205128205128205,72.54848484848485,-2.848484848484844,0.04433497536945813,0.9014084507042254,82.27122302158274,Average,84.65279329608938,0,1,0,0,0,7
28,Male,Navy,Junior,Special Forces,6,Married,3,Bachelor,24,478,3,80.5,4,502,False,1106,94.1,69.8,False,10.0,Excellent,False,16,0.0,0,14,2.67,3,10,International,3,4,Low,86.0,4,0,48.0,True,83.6,0.0,High,65.9,Medium,LOW_RISK,71.0,0.06148949763661485,0.7788007830714049,0,0.5,6,1,79.66666666666667,80.92599999999999,1.6,0.0,2.492857142857143,0.5,4.0,241.5,0.5333333333333333,0.1388888888888889,70.16279069767442,0.8372093023255758,0.04433497536945813,0.9620253164556962,81.27435897435898,Above Average,87.2337972166998,0,1,0,0,0,2
18,Female,Army,Junior,Infantry,0,Married,4,Bachelor,11,194,5,67.7,4,577,False,9049,100.0,100.0,False,33.0,Excellent,False,8,1.0,0,22,8.0,0,0,Domestic,999,3,Low,91.3,5,0,47.5,False,81.45,3.0,High,99.8,High,HIGH_RISK,61.5,0.040536375172670655,0.0,1,0.7708333333333334,0,1,194.0,91.3,8.0,0.0,5.555555555555555,0.0,5.0,338.5,0.26666666666666666,0.0,68.40322580645162,-6.903225806451616,0.06393442622950819,0.9142857142857143,82.14514106583071,Average,87.2337972166998,1,1,0,0,0,9
46,Male,Army,Officer,Medical,19,Single,2,Bachelor,26,1180,15,63.5,7,260,True,33289,81.5,63.2,False,8.0,Fair,True,7,1.0,1,23,0.37,6,5,Domestic,8,5,Low,75.3,4,0,85.8,True,75.1,0.0,Low,65.1,High,LOW_RISK,73.2,0.2358770829857,0.513417119032592,0,0.4583333333333333,9,0,62.10526315789474,61.369499999999995,1.4,0.2358770829857,1.373913043478261,0.3157894736842105,4.0,952.5,0.23333333333333334,0.021929824561403508,74.74545454545455,-1.5454545454545467,0.06393442622950819,0.9508196721311475,81.71122448979591,Below Average,82.6136690647482,0,0,0,0,0,0
26,Female,Army,NCO,Cyber Operations,5,Single,3,High School,16,441,8,75.8,4,131,True,12903,92.8,95.7,False,5.0,Good,False,20,1.0,0,10,4.0,3,22,International,33,4,Low,79.4,3,0,29.6,True,86.0,0.0,High,39.2,Medium,LOW_RISK,74.3,0.48298108973770687,0.06392786120670757,0,0.6666666666666666,0,0,88.2,73.6832,0.9090909090909091,0.48298108973770687,3.680769230769231,0.6,3.0,606.4,0.6666666666666666,0.36666666666666664,70.75238095238095,3.547619047619051,0.06393442622950819,0.935064935064935,84.10000000000001,Average,84.65279329608938,0,1,0,0,0,2
